,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,DRIVER_BLIND,cause_bins,driver_maneuver_bins,physical_bins,hour_bins,SEX
8469,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
8470,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8475,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,F
8485,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8493,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
8497,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Early Morning,M
8520,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
8528,0.0,0.0,Elderly,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8535,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Shaken,Afternoon,M
8536,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Visibility,Turning Maneuver,Normal,Early Morning,F
8537,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Adverse Weather,Wet,0,Below Average Speed,0.0,Visibility,Straight Ahead,Normal,Early Morning,M
8539,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Traffic Maneuver,Other,Night,M
8542,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Visibility,Traffic Maneuver,Normal,Afternoon,F
8547,0.0,0.0,Elderly,Safe,0.0,0.0,Adverse Weather,Wet,0,Above Average Speed,0.0,Skill,Traffic Maneuver,Normal,Early Morning,M
8549,0.0,1.0,Middle-aged,Safe,1.0,1.0,Adverse Weather,Wet,1,Average Speed,1.0,Obstruction,Stationary Object Maneuver,Normal,Morning,M
8556,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
8558,0.0,0.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Skill,Straight Ahead,Other,Night,M
8567,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
8573,0.0,1.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8580,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
8585,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
8587,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8594,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
8598,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,1.0,Skill,Turning Maneuver,Normal,Afternoon,M
8603,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Morning,F
8608,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
8610,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Straight Ahead,Shaken,Night,M
8612,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Adverse Weather,Snow,1,Average Speed,0.0,Visibility,Straight Ahead,Normal,Morning,M
8616,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Wet,0,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8617,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Morning,M
8619,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Wet,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8620,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Snow,0,Average Speed,0.0,Skill,Straight Ahead,Other,Afternoon,M
8625,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8626,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
8630,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Wet,1,Average Speed,0.0,Reckless,Stationary Object Maneuver,Normal,Morning,M
8631,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8637,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
8640,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Visibility,Straight Ahead,Normal,Afternoon,M
8641,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8643,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Traffic Maneuver,Normal,Night,F
8648,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8649,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
8651,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Other,Afternoon,M
8655,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8657,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
8659,0.0,1.0,Adolescent,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Visibility,Straight Ahead,Normal,Morning,M
8660,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Early Morning,F
8661,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8666,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,F
8677,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8678,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,F
8683,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8687,0.0,1.0,Elderly,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
8688,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8699,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,F
8705,0.0,1.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Early Morning,M
8707,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
8708,0.0,1.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8709,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Early Morning,M
8710,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Morning,F
8728,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8733,0.0,1.0,Elderly,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8745,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
8749,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
8753,1.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
8754,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Wet,0,Average Speed,0.0,Reckless,Traffic Maneuver,Other,Night,M
8755,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
8764,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8770,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8778,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
8780,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Turning Maneuver,Other,Morning,M
8784,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Turning Maneuver,Other,Afternoon,M
8793,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8801,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8802,1.0,1.0,Adult,Unsafe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,F
8803,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Wet,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8805,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Wet,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Shaken,Morning,M
8806,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Snow,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
8808,0.0,0.0,Adult,Safe,0.0,1.0,Adverse Weather,Wet,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
8812,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
8815,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Visibility,Stationary Object Maneuver,Normal,Morning,M
8821,1.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8825,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
8827,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,F
8834,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Visibility,Straight Ahead,Normal,Morning,M
8837,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Reckless,Turning Maneuver,Normal,Morning,F
8844,0.0,0.0,Elderly,Unsafe,0.0,1.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,F
8851,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
8852,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
8854,0.0,0.0,Adult,Safe,0.0,1.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8859,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Visibility,Stationary Object Maneuver,Normal,Afternoon,F
8866,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Obstruction,Stationary Object Maneuver,Normal,Afternoon,F
8875,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
8880,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8885,1.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8890,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
8892,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Other,Morning,M
8900,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
8907,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
8910,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
8911,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Wet,1,Average Speed,0.0,Speed,Straight Ahead,Normal,Afternoon,M
8915,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
8920,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Early Morning,M
8923,0.0,1.0,Adult,Safe,1.0,1.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8925,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8927,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
8930,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
8931,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
8935,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,F
8942,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
8968,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8969,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
8972,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
8975,1.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
8978,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
8989,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
8999,0.0,1.0,Adult,Unsafe,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9007,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
9018,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
9034,0.0,0.0,Adolescent,Neutral,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Impaired,Afternoon,M
9035,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Visibility,Straight Ahead,Normal,Afternoon,M
9036,0.0,0.0,Middle-aged,Safe,0.0,1.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
9046,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
9047,0.0,0.0,Adolescent,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
9052,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
9057,0.0,1.0,Elderly,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
9063,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
9073,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
9078,1.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9082,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
9083,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
9084,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
9090,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Skill,Turning Maneuver,Normal,Afternoon,F
9091,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
9097,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9104,0.0,1.0,Adult,Safe,0.0,1.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
9107,0.0,1.0,Adult,Unsafe,1.0,0.0,Adverse Weather,Wet,0,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
9113,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
9115,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Wet,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
9117,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
9120,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9123,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9124,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
9127,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9131,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
9133,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
9137,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9151,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Turning Maneuver,Shaken,Afternoon,M
9152,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9158,0.0,1.0,Middle-aged,Neutral,1.0,1.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
9161,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
9165,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9167,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9173,1.0,1.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9175,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9180,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
9181,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Dry,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9185,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Early Morning,M
9187,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
9189,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9191,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
9208,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9211,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
9222,0.0,1.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
9235,0.0,0.0,Elderly,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Visibility,Straight Ahead,Normal,Morning,F
9239,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9242,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
9243,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9248,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9250,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Early Morning,M
9251,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9253,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
9259,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9264,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9266,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
9273,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
9275,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Night,M
9276,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Early Morning,F
9288,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
9290,0.0,1.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
9293,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
9295,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Straight Ahead,Normal,Morning,F
