,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,physical_bins,hour_bins,SEX
8404,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8405,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,F
8407,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
8408,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8411,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8412,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8416,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8417,0.0,1.0,Adult,Safe,1.0,1.0,Adverse Weather,Dry,1,Average Speed,Other,Afternoon,F
8418,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8420,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8422,0.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8424,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8425,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8426,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Early Morning,M
8427,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8428,0.0,0.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8430,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8431,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8432,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8434,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Afternoon,M
8435,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8436,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8437,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Wet,1,Below Average Speed,Normal,Afternoon,F
8438,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,M
8439,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,M
8441,0.0,0.0,Elderly,Safe,0.0,0.0,Adverse Weather,Wet,0,Below Average Speed,Normal,Afternoon,F
8442,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Wet,0,Average Speed,Normal,Afternoon,M
8443,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8444,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8445,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8446,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8447,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8449,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8450,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Night,M
8451,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
8452,1.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
8455,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8457,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8458,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
8461,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Below Average Speed,Normal,Afternoon,M
8462,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8463,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
8464,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8465,0.0,1.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8466,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8468,0.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
8469,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
8470,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8471,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Above Average Speed,Normal,Afternoon,M
8473,0.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8474,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Night,M
8475,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Afternoon,F
8476,0.0,1.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
8478,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8479,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8481,1.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8482,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Other,Afternoon,M
8483,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8484,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8485,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8489,0.0,1.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8490,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8491,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8493,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Dry,0,Average Speed,Normal,Night,F
8494,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8497,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Early Morning,M
8499,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,F
8503,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8504,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8505,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8508,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
8509,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Shaken,Afternoon,M
8510,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8511,1.0,0.0,Elderly,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8517,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
8520,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8523,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8524,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
8525,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Night,F
8526,0.0,0.0,Adult,Unsafe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Afternoon,M
8527,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Adverse Weather,Dry,1,Average Speed,Normal,Afternoon,M
8528,0.0,0.0,Elderly,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8529,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8530,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8531,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8533,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8534,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
8535,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,Shaken,Afternoon,M
8536,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Early Morning,F
8537,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Adverse Weather,Wet,0,Below Average Speed,Normal,Early Morning,M
8538,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8539,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8540,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
8541,0.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8542,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,F
8543,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,F
8544,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Night,F
8545,0.0,1.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Afternoon,M
8547,0.0,0.0,Elderly,Safe,0.0,0.0,Adverse Weather,Wet,0,Above Average Speed,Normal,Early Morning,M
8548,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Wet,0,Average Speed,Normal,Morning,F
8549,0.0,1.0,Middle-aged,Safe,1.0,1.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,M
8550,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,1,Below Average Speed,Normal,Afternoon,F
8551,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
8552,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8554,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Wet,0,Average Speed,Normal,Afternoon,M
8555,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8556,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8557,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Wet,0,Average Speed,Impaired,Night,M
8558,0.0,0.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Other,Night,M
8561,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8564,1.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Shaken,Early Morning,M
8566,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8567,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8568,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8569,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8571,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8572,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8573,0.0,1.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8574,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8576,0.0,1.0,Elderly,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8577,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8578,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8580,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Afternoon,M
8581,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8583,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8584,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8585,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8586,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8587,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8589,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8590,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Afternoon,M
8591,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8593,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8594,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8597,1.0,1.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8598,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8601,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8602,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8603,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,F
8606,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8608,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Night,M
8610,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Shaken,Night,M
8611,0.0,1.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8612,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Adverse Weather,Snow,1,Average Speed,Normal,Morning,M
8616,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Wet,0,Above Average Speed,Normal,Afternoon,M
8617,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8618,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Adverse Weather,Wet,0,Below Average Speed,Impaired,Night,M
8619,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Wet,1,Average Speed,Normal,Morning,M
8620,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Snow,0,Average Speed,Other,Afternoon,M
8622,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
8624,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Early Morning,M
8625,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8626,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8630,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Wet,1,Average Speed,Normal,Morning,M
8631,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8633,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8634,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Afternoon,M
8635,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Early Morning,M
8637,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8638,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8639,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8640,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8641,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8642,0.0,0.0,Elderly,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Shaken,Night,M
8643,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,F
8644,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8647,0.0,1.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8648,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Afternoon,M
8649,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8650,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8651,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Other,Afternoon,M
8652,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8654,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8655,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8656,0.0,1.0,Elderly,Unsafe,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
8657,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
8659,0.0,1.0,Adolescent,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Morning,M
8660,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Early Morning,F
8661,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8663,0.0,0.0,Adolescent,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8664,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8665,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8666,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,F
8669,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8671,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Afternoon,M
8675,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8677,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8678,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
8680,0.0,1.0,Middle-aged,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Night,M
8681,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Other,Night,M
8682,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8683,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8685,0.0,1.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8686,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8687,0.0,1.0,Elderly,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,F
8688,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8690,1.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
8692,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
8693,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
8694,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8695,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8698,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,F
8699,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8701,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8702,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8704,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8705,0.0,1.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Early Morning,M
8706,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8707,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
8708,0.0,1.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8709,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Early Morning,M
8710,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8713,0.0,1.0,Elderly,Neutral,1.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Afternoon,F
8714,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Below Average Speed,Normal,Afternoon,M
8717,1.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
8718,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8719,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Afternoon,F
8720,0.0,1.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Other,Early Morning,M
8721,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8724,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,F
8728,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8731,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
8733,0.0,1.0,Elderly,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8735,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8736,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8737,0.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Shaken,Night,M
8739,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8740,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8742,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8745,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8746,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
8747,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8749,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8752,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8753,1.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
